data_file,model_file,local_index,global_index,family
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,369,1869,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,370,1870,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,371,1871,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,372,1872,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,373,1873,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,375,1875,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,377,1877,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,381,1881,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,382,1882,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,384,1884,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,385,1885,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,386,1886,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,388,1888,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,389,1889,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,390,1890,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,391,1891,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,392,1892,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,393,1893,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,396,1896,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,399,1899,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,400,1900,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,403,1903,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,404,1904,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,405,1905,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,408,1908,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,411,1911,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,413,1913,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,414,1914,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,417,1917,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,418,1918,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,420,1920,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,421,1921,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,423,1923,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,425,1925,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,429,1929,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,432,1932,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,433,1933,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,435,1935,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,436,1936,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,437,1937,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,438,1938,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,440,1940,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,442,1942,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,446,1946,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,447,1947,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,448,1948,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,449,1949,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,451,1951,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,454,1954,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,456,1956,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,459,1959,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,460,1960,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,462,1962,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,466,1966,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,467,1967,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,471,1971,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,472,1972,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,474,1974,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,475,1975,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,476,1976,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,477,1977,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,478,1978,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,479,1979,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,482,1982,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,484,1984,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,487,1987,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,490,1990,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,492,1992,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,496,1996,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,498,1998,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,499,1999,FlatVel_A
